UNIQUE_SAMPLEID,SAMPLE_ID,FIELD_ID,Grainize,Horizon,Locality,Date_sampled,Latitude,Longitude,Duplicate,Catchment,Ag,Ag,Ag,Al,Al,As,As,As,Au,Au,Au,B,Ba,Ba,Ba,Be,Be,Bi,Bi,Bi,Ca,Ca,Cd,Cd,Cd,Ce,Ce,Ce,Cl,Co,Co,Co,Cr,Cr,Cr,Cs,Cs,Cs,Cu,Cu,Cu,Dy,Dy,Dy,Er,Er,Er,Eu,Eu,Eu,F,F_Rpt,Fe,Fe,Ga,Ga,Ga,Gd,Gd,Gd,Ge,Ge,Hf,Hf,Hg,Hg,Hg,Ho,Ho,In,In,K,K,La,La,La,Li,Li,Lu,Lu,Mg,Mg,Mn,Mn,Mn,Mo,Mo,Mo,Na,Nb,Nb,Nb,Nd,Nd,Nd,Ni,Ni,Ni,P,P,Pb,Pb,Pb206,Pb207,Pb208,Pb,Pd,Pd,Pr,Pr,Pr,Pt,Pt,Rb,Rb,Rb,Re,S,S,Sb,Sb,Sb,Sc,Sc,Sc,Se,Se_Rpt,Se,Se,Se,Si,Sm,Sm,Sm,Sn,Sn,Sn,Sr,Sr,Sr,Ta,Ta,Ta,Tb,Tb,Tb,Te,Te,Th,Th,Th,Ti,Ti,Tl,Tl,Tl,Tm,Tm,U ,U,U,V ,V,V,W ,W,W,Y ,Y,Y,Yb,Yb,Yb,Zn,Zn,Zn,Zr,Zr,Zr
TS0909_10TC,Batch_2,TS0909_10 ,<2 mm,TOS,Eden Vale,41767,-17.89479,143.22566,,Kangaroo Creek,0.025,0.00007,0.002,15080.34138,27,0.8,1.6,<0.01,< 0.5,<0.001,0.0001,4,54.3,166.2,1.35,0.3,0.54,0.07,0.11,<0.001,500.2853067,185,0.02,0.02,0.004,16.3,17.59,0.721,,2.7,2.86,0.282,113,130.99,0.044,0.44,0.78,0.0021,4.47,15.99,0.49,0.6,1.52,0.051,0.3,0.99,0.0263,0.2,0.26,0.0183,60,,10001.94114,45,3.28,4.67,0.009,1,1.52,0.086,< 0.1,0.69,< 0.1,1.9,< 10,1.3,<0.001,0.1,0.32,< 0.02,,4067.657551,21.9,8,9.63,0.253,2.4,0.007,< 0.1,0.14,361.9047619,56,109,77.44254899,10.3,1.51,0.4,<0.005,593.528406,0.3,0.18,<0.0005,6.93,8.15,0.462,5.3,9.12,0.303,0,1.3,5.73,27.95,9.37,9.27,9.31,0.04,<0.001,<0.001,1.8,2.17,0.101,<0.0005,<0.001,6.4,20.95,0.185,< 0.001,,,0.04,0.12,<0.001,1,3.09,0.059,0.02,,0.5,1.48,0.007,436924.9417,1.2,1.63,0.095,0.48,0.83,<0.001,6.9,19.7,0.93,< 0.05,0.03,<0.001,0.1,0.23,0.01,< 0.02,<0.01,2.2,3.99,0.0892,1738.548185,0.168,0.04,0.15,<0.0005,< 0.1,0.15,0.4,0.97,0.047,22,26.37,0.027,< 0.1,0.05,<0.001,2.75,9.19,0.269,0.2,0.99,0.02,3.8,25.81,0.28,2.8,61.62,0.053
TS0909_10TF,Batch_2,TS0909_10 ,<75 µm,TOS,Eden Vale,41767,-17.89479,143.22566,,Kangaroo Creek,0.067,0.00012,,54977.10418,,2.4,2.93,,< 0.5,<0.001,,3,150,404.18,,1.1,1.31,0.2,0.29,,2358.487874,,0.09,0.09,,73.5,88.5,,,10.8,9.22,,42,53.21,,1.06,2.55,,14,19.46,,2.9,5.02,,1.2,2.84,,0.8,1.05,,200,,30775.20351,,7.7,16.47,,4.7,6.36,,0.2,2.87,< 0.1,6.38,10,<DL,,0.5,0.95,0.03,,11372.83846,,34.3,44.41,,6.2,,0.1,0.39,1749.206349,,456,464.655294,,0.56,0.03,,2225.731522,0.5,0.22,,32.5,39.58,,10.8,14.77,,43.64609749,,20.5,71.62,24.11,23.47,24.04,,<0.001,,8.3,10.4,,<0.0005,,15.6,60.52,,0.001,,,0.09,0.06,,4,11.53,,0.07,,1.3,8.32,,331758.3417,5.9,7.53,,2.33,0.96,,26.8,52.01,,< 0.05,0.03,,0.6,0.86,,< 0.02,,8.2,16.96,,6054.94368,,0.11,0.42,,0.2,0.39,1.7,3.43,,68,57.58,,< 0.1,0.04,,11.7,27.81,,0.8,2.66,,76.7,74.59,,3.3,224.28,
TS0909BC,NGSA,TS0909,<2 mm,BOS,,39737,-17.5025,142.3576,,Einasleigh River,0.027,<0.03,,49781,,1.1,2.2,,2.3,0.003,,1,57.3,696.1,,0.7,1.5,0.12,0.19,,6503.708987,,0.03,<0.1,,50.5,73.48,,62,5,5.9,,18.6,36.5,,1.09,2.05,,17.3,10.7,,1.8,4.27,,0.7,2.53,,0.4,0.702,,220,,19234.50219,,2.28,11,,2.2,4.49,,<0.1,0.5,<0.1,7.81,<0.01,,,0.2,0.86,<0.02,,20827,,22.2,36.54,,4.6,,<0.1,0.39,2358,,200,387.212745,,0.39,1,,8970,0.4,9.6,,20.9,31.43,,11.6,12.1,,196,,9.94,23.57,,,,,<0.001 ,,5.7,8.03,,0.0005,,19.4,97.1,,0.001,,48,0.1,<0.4,,2.7,6,,0.02,,0.3,,,370442.4575,3.6,6.05,,0.69,4.6,,17.2,177.3,,<0.05,0.87,,0.3,0.73,,<0.02,,7.7,16.52,,4136.545682,,0.16,,,<0.1,,1.1,3.05,,21,39.4,,<0.1,1.7,,8.68,27.4,,0.5,2.6,,12.2,36.5,,1.9,290.6,
TS0909BF,NGSA,TS0909,<75 µm,BOS,,39737,-17.5025,142.3576,,Einasleigh River,0.03,0.5,,76516,,2.3,4.8,,2,0.006,,1,125,905.4,,1.2,3.5,0.24,0.39,,10720.39943,,0.08,0.15,,124,215.01,,59,9.1,16.9,,43.2,93.8,,2.18,5.33,,36.3,25.4,,4.7,12.27,,1.6,7.17,,1,1.953,,420,,33083.34377,,6.8,21.6,,5.7,13.82,,0.2,0.8,<0.1,29.87,0.06,,,0.6,2.5,<0.02,,22388,,60.3,107.25,,10.5,,0.2,1.3,5638,,442,619.5403919,,1.11,2.5,,11054,0.6,21.6,,49.9,84.96,,22.6,28.2,,375,,23,38.66,,,,,0.001,,13.6,24.61,,0.0008,,45.7,169.6,,<0.001,,59,0.19,1.4,,5.3,22.7,,0.05,,0.2,,,320078.355,8.4,18.27,,1.33,3.7,,38.5,231.2,,<0.05,1.74,,0.8,2.3,,0.05,,22.7,40.98,,6354.693367,,0.32,,,0.1,,3.2,8.36,,39,102.7,,<0.1,1.8,,20.9,70.9,,1.2,7.74,,44.4,90.7,,2.5,1104.2,
TS0909TC,NGSA,TS0909,<2 mm,TOS,,39737,-17.5025,142.3576,,Einasleigh River,0.048,<0.03,0.02,88208,23,3.3,5.7,<0.01,5.2,0.005,0.0012,<1,210,786.9,5.46,1.5,3.1,0.37,0.48,<0.001,8004.564907,520,0.19,0.15,0.049,78.9,95.15,2.22,53,12.6,19.4,0.63,49.5,94.3,0.097,3.04,6.02,0.0101,50.1,113.3,1.89,4.3,6.37,0.182,1.9,3.75,0.108,1.1,1.468,0.0513,640,,42455.79211,35,7.02,23.4,0.163,5,6.68,0.172,0.1,0.8,<0.1,9.4,0.04,,<0.001,0.6,1.25,<0.02,,21981,42.8,40,48.05,0.269,15.7,0.011,0.2,0.56,7351,256,701,851.8680389,14.7,0.4,5.7,<0.005,8094,0.9,19.6,0.0019,34.7,41.74,0.789,31.7,34.3,2.02,432,1.7,25.5,35.76,,,,0.23,0.001,<0.001,9.3,10.77,0.127,0.001,<0.001,61.9,159.7,0.241,<0.001,,166,0.21,2.9,<0.001,7.3,13.4,0.044,0.08,,0.6,,<0.002,274012.4875,6.6,8.65,0.164,1.45,3.2,<0.001,46.1,163,5.46,<0.05,1.42,<0.001,0.7,1.15,0.033,<0.02,<0.01,12.5,16.33,0.135,5155.694618,0.009,0.48,,0.0006,0.2,,2.5,4.82,0.354,66,99.9,0.014,<0.1,3,<0.001,17.7,37.9,0.653,1.6,3.92,0.085,60.5,113.5,0.93,2.8,324.1,0.056
TS0909TF,NGSA,TS0909,<75 µm,TOS,,39737,-17.5025,142.3576,,Einasleigh River,0.044,<0.03,,84836,,4.2,5.2,,3.9,0.004,,<1,173,755.8,,1.6,2.8,0.32,0.43,,8647.788873,,0.11,<0.1,,74.8,93.21,,55,15,17.4,,39.8,72,,2.88,5.44,,45.9,35.1,,3.8,6.54,,1.7,3.93,,1,1.407,,580,,39867.87727,,5.81,21.3,,4.4,6.6,,0.2,0.8,<0.1,11.52,0.05,,,0.6,1.33,<0.02,,22213,,36.9,47.4,,14.9,,0.2,0.62,6675,,637,774.4254899,,0.42,1.1,,9155,1,18.9,,36.3,41.57,,28.6,25.7,,436,,23.1,33.5,,,,,0.001,,9.3,10.71,,0.001,,53.2,145.7,,<0.001,,134,0.25,1.1,,7.9,13,,0.08,,0.2,,,294569.2641,6.6,8.33,,1.32,2.8,,39.3,169.6,,<0.05,1.35,,0.6,1.16,,0.02,,10.7,17.65,,5155.694618,,0.4,,,0.1,,2.1,4.85,,56,94.3,,<0.1,2.7,,18.2,40.6,,1.4,4.06,,43.5,93.1,,3.4,408.1,
TS0910_01BC,Batch_2,TS0910_01 ,<2 mm,BOS,Maggieville,41767,-17.4799,141.18949,,Walker Creek,0.064,0.00012,,75719.18776,,2.4,3.06,,0.6,0.002,,7,278,512.63,,1.9,2.31,0.25,0.41,,1143.509272,,0.02,0.04,,108,101.53,,,16.2,14.99,,42,56.54,,3.95,5.85,,24.2,30.3,,4.4,5.97,,2,3.45,,1.4,1.36,,340,,30635.31622,,14.2,21.66,,6.4,7.08,,0.3,2.9,0.2,4.97,< 10,0.2,,0.8,1.15,0.05,,9878.596908,,40.8,42.25,,16.9,,0.2,0.49,2292.063492,,1090,1006.753137,,0.5,0.07,,2299.922573,< 0.1,0.61,,39.4,40.55,,18.3,22.78,,#VALUE!,,44.1,105.25,35.46,34.82,34.98,,0.001,,10.6,10.41,,<0.0005,,48.8,101.63,,0.005,,,0.1,0.12,,8.1,14.47,,0.05,,2,7.82,,336196.7366,7.9,8.17,,1.68,1.41,,33.1,57.43,,< 0.05,0.08,,0.8,0.99,,< 0.02,,13.6,17.44,,4676.095119,,0.49,0.88,,0.3,0.49,2.1,3.99,,60,59.21,,< 0.1,0.11,,18.8,32.39,,1.7,3.32,,49.2,60.01,,4.9,158.63,
TS0910_01BF,Batch_2,TS0910_01 ,<75 µm,BOS,Maggieville,41767,-17.4799,141.18949,,Walker Creek,0.043,0.00013,,85455.2678,,1.9,3.39,,< 0.5,<0.001,,5,295,588.13,,1.9,2.89,0.27,0.47,,1429.386591,,0.01,0.04,,118,123.42,,,16.7,16.86,,28,46.61,,3.13,6.53,,23.6,35.91,,4.3,7.1,,2,4.15,,1.4,1.61,,380,,34482.21666,,13.4,24.41,,6.6,8.56,,0.2,3.24,0.1,6.73,10,0.59,,0.8,1.38,0.04,,10874.75794,,44.6,51.54,,15.6,,0.2,0.58,2774.603175,,1200,1239.080784,,0.4,0.05,,2003.15837,< 0.1,0.47,,42,49.36,,17.9,25.4,,#VALUE!,,34.3,116.3,39.11,38.45,38.74,,<0.001,,10.9,12.72,,<0.0005,,43.8,112.8,,< 0.001,,,0.11,0.13,,7.8,16.89,,0.06,,2.1,9.74,,317041.5584,8.2,9.93,,1.46,2.01,,35.9,71.54,,< 0.05,0.06,,0.9,1.18,,< 0.02,,13.6,21.49,,5695.244055,,0.46,0.97,,0.3,0.59,2.1,4.63,,58,63.46,,< 0.1,0.07,,19.2,39.08,,1.6,4.01,,47.8,67.27,,3.2,219.24,
TS0910_01TC,Batch_2,TS0910_01 ,<2 mm,TOS,Maggieville,41767,-17.4799,141.18949,,Walker Creek,0.034,0.0001,0.011,67517.59859,15,2.7,3.81,<0.01,2.3,0.001,0.0021,5,274,510.64,3.51,1.6,2.8,0.27,0.4,<0.001,1000.570613,480,0.02,0.05,0.003,124,119.08,2.08,,27.2,26.23,0.195,47,62.89,0.015,3.48,5.31,0.0095,22.8,33.2,1.4,3.2,5.13,0.181,1.5,3.13,0.0764,1,1.08,0.0725,320,,31124.92173,2,14.7,20.37,0.014,5.1,5.88,0.344,0.2,2.45,< 0.1,5.03,< 10,4.69,<0.001,0.5,1.01,0.04,,8882.435876,47.9,33.2,35.98,0.598,15.7,0.02,0.2,0.44,1930.15873,321,1810,1548.85098,3.39,0.7,0.15,0.006,4228.889893,0.2,1.02,<0.0005,31,33.7,1.41,16.6,22.59,0.23,261.876585,0.4,45.6,136.02,45.54,45.25,45.23,0.31,<0.001,<0.001,8.3,8.76,0.267,<0.0005,<0.001,47.2,92.92,0.375,< 0.001,,,0.13,0.15,<0.001,6.2,13.33,0.026,0.09,,1.5,7.03,0.002,343952.2478,5.8,6.76,0.359,1.43,1.72,<0.001,21.3,42.82,4.45,< 0.05,0.14,<0.001,0.7,0.84,0.04,0.03,<0.01,11,17.06,0.13,4556.195244,<0.003,0.54,0.85,0.0024,0.2,0.44,2,3.87,0.228,62,66.17,0.005,< 0.1,0.17,<0.001,12.8,28.03,0.681,1.2,3.03,0.046,46.1,70.82,0.23,2.6,162.21,<0.005
TS0910_01TF,Batch_2,TS0910_01 ,<75 µm,TOS,Maggieville,41767,-17.4799,141.18949,Repeat,Walker Creek,,0.00011,,,,,3.3,,,,,,,445.54,,,2,,0.43,,,,,0.06,,,134.38,,,,20.48,,,44.39,,,5.24,,,34.03,,,6.61,,,3.7,,,1.35,,,,,,,21.79,,,8.57,,,3.48,,7.2,,4.48,,,1.27,,,,,,59.31,,,,,0.53,,,,,,,0.03,,,,0.17,,,51.85,,,20.93,,,,,107.88,34.56,36.48,36.84,,,,,13.55,,,,,97.21,,,,,,0.14,,,14.35,,,,,5.28,,,,10.1,,,1.51,,,42.5,,,0.01,,,1.16,,,,,25.26,,,,,0.82,,,0.54,,5.16,,,57.37,,,0.03,,,34.21,,,3.7,,,77.94,,,243.14,
TS0910_01TF,Batch_2,TS0910_01 ,<75 µm,TOS,Maggieville,41767,-17.4799,141.18949,,Walker Creek,0.043,0.00011,,64607.35727,,1.6,3.58,,3.9,0.001,,6,197,473.98,,1.4,2.51,0.25,0.44,,929.1012839,,0.02,0.05,,113,133.53,,,19.4,20.43,,27,45.22,,2.64,5.28,,19.6,30.77,,4,6.71,,1.7,3.78,,1.1,1.35,,320,,29166.49969,,11.8,22.15,,5.9,8.52,,0.4,3.49,< 0.1,7.35,< 10,1.58,,0.7,1.27,0.04,,9131.476134,,40.6,55.16,,11.7,,0.2,0.54,1930.15873,,1330,1393.965882,,0.47,0.05,,#VALUE!,0.1,0.4,,40.2,52.24,,13,20.92,,130.9382925,,34.7,114.78,38.98,37.47,38.32,,<0.001,,10.4,13.65,,0.0005,,35.3,95.73,,< 0.001,,,0.12,0.15,,5.6,15.15,,0.08,,2.1,10.72,,349511.9214,7.5,10.37,,1.2,1.47,,18.9,46.81,,< 0.05,0.05,,0.8,1.15,,0.05,,13.2,26.06,,5935.043805,,0.4,0.86,,0.2,0.55,2.3,5.17,,51,56.21,,< 0.1,0.07,,15,35.61,,1.3,3.71,,36.6,70.63,,1.6,254.21,
TS0910_01TF_Repeat,Batch_2,TS0910_01 ,<75 µm,TOS,Maggieville,41767,-17.4799,141.18949,Repeat,Walker Creek,,0.00012,,66565.15597,,,3.24,,,,,,,480.74,,,2.54,,0.42,,643.2239658,,,0.05,,,127.34,,,,20.33,,,45.93,,,5.33,,,26.68,,,6.73,,,3.94,,,1.39,,,,29096.55604,,,21.51,,,8.21,,,3.33,,8.49,,<DL,,,1.32,,,9380.516392,,,51.7,,,,,0.59,1930.15873,,,1316.523333,,,0.04,,#VALUE!,,0.47,,,49.05,,,21.46,,130.9382925,,,114.74,38.87,37.61,38.26,,,,,12.7,,,,,96.09,,,,,,0.1,,,15.36,,,,,10.39,,347689.8435,,9.72,,,1.57,,,46.93,,,0.06,,,1.14,,,,,23.54,,5815.14393,,,0.87,,,0.58,,5,,,53.74,,,0.08,,,37.19,,,4,,,80.52,,,298.44,
TS0910_02BC,Batch_2,TS0910_02 ,<2 mm,BOS,Miranda Downs,41767,-17.34823,141.60592,,Walker Creek,0.039,0.00007,,55982.46027,,3.2,4.15,,< 0.5,0.001,,7,284,660.68,,1.4,1.94,0.19,0.3,,2429.957204,,0.03,0.03,,72,81.44,,,12.1,11.61,,52,71.04,,2.95,4.34,,18.1,20.67,,3,4.44,,1.3,2.47,,0.9,0.98,,320,,25739.26111,,10.2,17.4,,4.4,5.67,,0.2,2.42,0.1,3.96,< 10,5.27,,0.5,0.83,0.03,,13531.18736,,31.3,37.79,,12.1,,0.2,0.35,3136.507937,,720,696.9829409,,0.46,0.23,,2374.113624,< 0.1,1.17,,28.6,34.53,,16.1,20.71,,43.64609749,,25,87.63,29.46,29,29.17,,<0.001,,7.8,8.99,,<0.0005,,43.4,107.49,,0.003,,,0.1,0.4,,5.8,10.69,,0.03,,1.1,6.43,,358108.3916,5.4,6.73,,1.21,2.1,,49.3,93.08,,< 0.05,0.14,,0.6,0.76,,0.03,,9.7,15.68,,3596.996245,,0.38,0.76,,0.2,0.35,0.8,2.45,,48,54.32,,< 0.1,0.17,,12.5,23.94,,1.2,2.34,,39.9,57.06,,4,127.65,
TS0910_02BF,Batch_2,TS0910_02 ,<75 µm,BOS,Miranda Downs,41767,-17.34823,141.60592,,Walker Creek,0.032,0.00009,,74502.17775,,3.2,4.35,,1.9,0.001,,6,369,782.43,,1.9,2.76,0.25,0.42,,2715.834522,,0.03,0.05,,103,104.79,,,15.7,14.76,,31,44.69,,3.73,6.12,,24.1,32.14,,3.9,5.96,,1.8,3.48,,1.2,1.33,,440,,32104.13275,,13.4,23.3,,6,7.41,,0.2,3.29,0.2,6.12,< 10,3.6,,0.7,1.15,0.05,,14610.36181,,46.4,49.68,,16.1,,0.2,0.5,4222.222222,,920,851.8680389,,0.23,0.06,,2967.64203,0.1,1,,42.3,45.36,,20.8,26.17,,87.29219498,,30.1,103.89,34.99,34.23,34.68,,0.001,,10.7,11.65,,<0.0005,,57.9,135.08,,0.002,,,0.13,0.28,,7.6,15.47,,0.04,,1.8,8.8,,323068.4316,7.9,8.69,,1.51,1.96,,73.3,114.69,,< 0.05,0.11,,0.8,1,,0.05,,13.7,20.43,,5095.744681,,0.46,0.97,,0.2,0.49,1.1,3.53,,60,65.25,,< 0.1,0.13,,17.4,32.79,,1.5,3.35,,59.9,75.35,,4.9,195.24,
TS0910_02TC,Batch_2,TS0910_02 ,<2 mm,TOS,Miranda Downs,41767,-17.34823,141.60592,,Walker Creek,0.035,0.00006,0.008,64607.35727,27,2.8,3.3,<0.01,1.7,0.001,0.0014,7,165,501.51,6.9,1.4,1.99,0.24,0.34,<0.001,857.6319544,345,0.02,0.06,0.004,68.1,69.16,1.59,,12.9,12.53,0.277,45,59.34,0.029,3.45,5.22,0.0056,20.1,29.03,1.41,2.6,4.03,0.113,1.2,2.47,0.0531,0.7,0.87,0.0395,340,,27278.02129,5,12.5,18.61,0.011,3.8,4.7,0.198,0.1,2.04,< 0.1,4.8,< 10,1.31,<0.001,0.4,0.8,0.04,,12784.06659,54.3,27.1,30.21,0.415,15.2,0.018,0.1,0.37,1930.15873,252,699,619.5403919,9.32,0.5,0.08,<0.005,1409.629964,0.4,0.69,<0.0005,24.7,28.01,0.808,15.1,21.11,0.35,130.9382925,0.4,23.7,83.16,27.97,27.51,27.67,0.37,0.001,<0.001,6.6,7.26,0.161,<0.0005,<0.001,49.9,112.24,0.334,< 0.001,,,0.11,0.13,<0.001,6.5,12.28,0.051,0.06,,1.3,5.77,<0.002,348390.6427,4.8,5.52,0.197,1.29,1.55,<0.001,19.9,56.64,4.08,< 0.05,0.12,<0.001,0.5,0.68,0.023,< 0.02,<0.01,9.5,15.46,0.0974,3896.745932,<0.003,0.42,0.85,0.0016,0.1,0.36,1.2,2.9,0.094,50,53.1,0.004,< 0.1,0.11,<0.001,9.93,22.33,0.475,1,2.43,0.034,40.3,72.09,0.39,2.9,154.42,0.006
TS0910_02TC_Duplicate,Batch_2,TS0910_02 ,<2 mm,TOS,Miranda Downs,41767,-17.34823,141.60592,Duplicate,Walker Creek,,,,64819.01118,,,,,,,,,,,,,,,,,857.6319544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27208.07765,,,,,,,,,,,,,,,,,,,13282.1471,,,,,,,,,1990.47619,,,619.5403919,,,,,2151.540472,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346662.0047,,,,,,,,,,,,,,,,,,,,,4016.645807,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0910_02TF,Batch_2,TS0910_02 ,<75 µm,TOS,Miranda Downs,41767,-17.34823,141.60592,,Walker Creek,0.035,0.00008,,73973.04297,,2.6,3.22,,2.2,0.002,,4,159,509.22,,1.6,2.31,0.27,0.41,,1214.978602,,0.02,0.04,,90.7,95.55,,,14,13.04,,31,41.26,,3.2,5.51,,22.4,23.58,,3.6,5.46,,1.5,3.11,,1,1.1,,380,,30985.03444,,13.8,20.69,,5.4,6.67,,0.2,2.89,< 0.1,6.72,30,<DL,,0.6,1.04,0.04,,14278.30814,,39.9,44.58,,14.1,,0.2,0.46,2412.698413,,742,696.9829409,,0.37,0.03,,1038.67471,0.4,0.53,,37.6,40.83,,15.6,20.84,,174.58439,,29.7,93.38,31.53,30.74,31.11,,0.001,,9.9,10.67,,<0.0005,,48.2,120.23,,< 0.001,,,0.12,0.12,,6.9,14.49,,0.06,,1.7,7.77,,330123.1435,7,8.13,,1.41,1.16,,22.9,61.62,,< 0.05,0.08,,0.7,0.93,,0.04,,13.1,24.06,,5515.394243,,0.41,0.89,,0.2,0.46,1.7,3.92,,57,52.36,,< 0.1,0.09,,13.5,29.24,,1.2,3.1,,44.2,62.63,,2,228.41,
TS0910_03BC,Batch_2,TS0910_03 ,<2 mm,BOS,Miranda Downs,41767,-17.38409,142.01751,,Gilbert River,0.051,0.00011,,82174.63214,,4.9,5.35,,< 0.5,0.002,,5,189,734.8,,1.8,2.91,0.3,0.43,,4645.506419,,0.05,0.08,,85.2,89.03,,,16.1,16.05,,38,57.82,,3.94,7.02,,34.2,37.19,,3.9,5.92,,1.8,3.51,,1.1,1.35,,600,,39028.55354,,12.3,24.42,,5.6,6.91,,< 0.1,2.92,< 0.1,5.56,20,<DL,,0.7,1.18,0.04,,21832.5293,,40.8,43.81,,17.5,,0.2,0.51,5730.15873,,827,851.8680389,,0.48,0.13,,5119.182502,0.5,0.94,,37.2,39.29,,22.9,28.83,,218.2304875,,28.7,100.17,33.91,33.03,33.23,,0.001,,9.9,10.14,,<0.0005,,61.4,164.08,,0.001,,,0.15,0.22,,6.8,17.49,,0.14,,1.7,8.45,,303913.2534,6.8,7.72,,1.37,2.27,,39.7,111.33,,< 0.05,0.1,,0.7,0.99,,< 0.02,,10.9,17.17,,4616.145181,,0.39,1.09,,0.2,0.52,2.8,4.93,,61,81.2,,< 0.1,0.12,,17.7,34.08,,1.5,3.45,,86.4,112.04,,2.9,177.64,
TS0910_03BF,Batch_2,TS0910_03 ,<75 µm,BOS,Miranda Downs,41767,-17.38409,142.01751,,Gilbert River,0.042,0.00012,,82068.80518,,3.6,4.27,,3.5,0.001,,3,157,746.67,,1.6,3.37,0.28,0.42,,6789.586305,,0.03,0.08,,78.3,88.83,,,12.2,13.42,,30,51.65,,3.2,6.9,,30.2,36.55,,4,6.65,,1.9,3.93,,1.2,1.52,,580,,35881.08954,,9.66,23.97,,5.8,7.79,,0.2,3.33,< 0.1,5.96,< 10,2.82,,0.7,1.31,0.03,,21666.50246,,44.3,50.28,,13.8,,0.2,0.55,5247.619048,,639,696.9829409,,0.42,0.06,,6157.857212,0.6,0.79,,38.5,45.16,,19.4,26.17,,87.29219498,,21.8,89.15,30.08,29.41,29.65,,0.001,,10.1,11.72,,<0.0005,,53.9,164.93,,0.001,,,0.16,0.15,,6.2,17.37,,0.09,,2.2,8.97,,304567.3327,7.3,8.85,,1.14,1.63,,39.5,116.2,,< 0.05,0.09,,0.8,1.1,,0.03,,9.2,17.63,,4556.195244,,0.3,1.08,,0.2,0.56,2.5,5.12,,49,69.79,,< 0.1,0.11,,18.8,38.91,,1.6,3.69,,75,114.94,,1.8,191.37,
TS0910_03TC,Batch_2,TS0910_03 ,<2 mm,TOS,Miranda Downs,41767,-17.38409,142.01751,,Gilbert River,0.045,0.00012,0.016,72332.72513,47,3.4,4.34,<0.01,0.5,0.002,0.0005,5,188,728.29,3.31,1.4,3.38,0.27,0.38,<0.001,4502.56776,495,0.09,0.13,0.047,81.2,81.63,3.93,,14.5,14.74,0.432,36,55.9,0.057,3.28,6.07,0.0012,28.7,33.8,1.37,3.3,5.48,0.447,1.6,3.3,0.248,1,1.23,0.112,520,,32383.90733,38,10.2,21.41,0.028,5.3,6.4,0.584,0.3,2.65,< 0.1,5.17,< 10,0.83,<0.001,0.6,1.1,0.03,,21915.54272,95,38.2,40.21,0.905,13.3,0.104,0.2,0.47,5126.984127,236,929,1006.753137,21.5,0.54,0.06,0.005,5638.519857,1.1,0.49,<0.0005,32.7,36.28,2.11,20,24.62,2.03,349.1687799,1.9,26,92.64,31.32,30.54,30.77,0.31,0.001,<0.001,8.8,9.38,0.43,<0.0005,<0.001,67.6,164,0.402,< 0.001,,,0.15,0.18,<0.001,5.5,14.95,0.164,0.18,,2.1,7.61,0.009,315780.1199,6.1,7.25,0.544,1.13,1.49,<0.001,37.1,108.94,3.74,< 0.05,0.05,<0.001,0.7,0.91,0.081,0.03,<0.01,7,15.84,0.0934,4556.195244,<0.003,0.33,0.99,0.0007,0.2,0.48,2.5,4.68,0.38,49,63.64,0.009,< 0.1,0.05,0.002,15.3,32.14,2.38,1.4,3.26,0.183,86.3,117.09,2.75,1.2,167.64,0.095
TS0910_03TF,Batch_2,TS0910_03 ,<75 µm,TOS,Miranda Downs,41767,-17.38409,142.01751,,Gilbert River,0.033,0.00011,,72491.46557,,3.4,5.3,,1.9,0.002,,4,184,743.76,,1.4,2.96,0.27,0.37,,4502.56776,,0.06,0.09,,83.5,81.92,,,12.7,12.14,,30,46.84,,3.09,6.14,,28.8,30.33,,3.7,5.4,,1.8,3.23,,1.1,1.26,,520,,30215.65435,,9.18,21.4,,5.5,6.35,,0.1,2.6,< 0.1,5.26,< 10,1.16,,0.7,1.06,0.03,,21666.50246,,40.3,41.41,,11.8,,0.2,0.47,4885.714286,,813,774.4254899,,0.42,0.2,,5935.28406,1,1.37,,36.5,36.84,,19.7,25.06,,305.5226824,,24.7,84.72,28.55,28.06,28.11,,0.001,,9.5,9.59,,<0.0005,,64.9,168.24,,< 0.001,,,0.15,0.31,,6,15.16,,0.14,,1.9,6.99,,321573.3933,6.5,7.32,,1.01,2.48,,38,111.31,,< 0.05,0.12,,0.7,0.9,,< 0.02,,7.5,16.21,,4436.295369,,0.3,1.01,,0.2,0.47,2.8,4.7,,49,71.44,,< 0.1,0.11,,16.5,31.42,,1.4,3.15,,89.3,110.49,,1,170.01,
